operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check
noInfo,R13Q3081Z8F5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442735,20579E48F202,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 14:55:23.395508,34.702,25.748,12.006,success,noInfo,3.33,5.356,1.075
noInfo,R13Q3081Z8Z6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442763,20579E49057F,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 14:58:55.179998,32.955,24.558,11.16,success,noInfo,3.327,3.44,1.041
noInfo,R13Q3081Z8H5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442813,20579E48F150,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:10:06.541046,32.244,27.992,11.106,success,noInfo,3.221,2.921,0.955
noInfo,R13Q3081Z8Z1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442834,20579E48FD5D,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:12:10.187395,31.85,24.617,10.658,success,noInfo,3.256,2.926,0.971
noInfo,R13Q3081Z8U9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442851,20579E48F2B1,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:14:09.681580,33.257,24.649,10.845,success,noInfo,3.303,2.87,0.974
noInfo,R13Q3081Z7U8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442873,20579E49043F,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:16:40.028583,32.286,24.471,10.852,success,noInfo,3.386,2.938,0.919
noInfo,R13Q3081Z8A4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442892,3095879181C0,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:18:48.780942,34.108,24.261,10.913,success,noInfo,3.412,2.995,0.957
noInfo,R13Q3081Z7S4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442908,20579E48F79E,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:20:48.356821,33.976,24.419,10.905,success,noInfo,3.176,2.923,0.98
noInfo,R13Q3081Z7U5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442936,3095879180D0,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:23:59.865338,33.84,23.901,10.766,success,noInfo,3.25,6.163,0.983
noInfo,R13Q3081Z8A2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021442958,20579E490694,8c:ec:4b:86:90:2e,KAY-DT-25,2021-07-14 15:26:14.736832,32.359,24.564,10.821,success,noInfo,3.286,2.857,0.942
