operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,Z14Q3081Z2A6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,None_Z14Q3081Z2A6,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 18:56:34.824716,68.762,,3.56,failed,noInfo,,0.924,None,None
noInfo,Z14Q3081Z2A6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,None_Z14Q3081Z2A6,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 18:58:05.427330,62.191,,3.553,failed,noInfo,,0.785,None,None
noInfo,Z14Q3081Z2A6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,None_Z14Q3081Z2A6,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:00:58.730868,62.217,,3.562,failed,noInfo,,0.79,None,None
noInfo,Z14Q3081Z3F9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978733,20579ED0A964,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:03:08.946103,46.332,15.2,13.525,success,noInfo,2.0,0.788,4.722,4.666
noInfo,Z14Q3081Z3Q9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978737,B84D4331C209,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:05:38.331801,45.996,15.3,13.567,success,noInfo,2.0,0.787,4.525,4.342
noInfo,Z14Q3081Z3R4,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978741,20579ED083F6,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:07:16.044673,44.396,15.271,13.555,success,noInfo,2.0,0.797,4.594,4.443
noInfo,Z14Q3081Z3H6,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978745,20579ED08447,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:09:35.698985,44.7,14.992,13.556,success,noInfo,2.0,0.787,4.529,4.523
noInfo,Z14Q3081Z3S3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978749,20579ED08430,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:11:18.661951,38.022,15.016,13.527,success,noInfo,2.0,0.795,4.364,4.302
noInfo,Z14Q3081Z3R7,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978752,B84D43321B3B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:13:26.899420,44.748,15.318,13.584,success,noInfo,2.0,0.785,4.562,4.54
noInfo,Z14Q3081Z3S9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978756,20579ED0AA28,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:15:36.150071,37.717,14.968,13.565,success,noInfo,2.0,0.789,4.474,4.36
noInfo,Z14Q3081Z2A9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978760,B84D4331E249,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:18:16.249122,38.64,14.993,13.58,success,noInfo,2.0,0.842,4.478,4.533
noInfo,Z14Q3081Z3U7,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978762,20579ED0AAA2,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:19:58.110303,44.943,15.652,13.586,success,noInfo,2.0,0.784,4.531,4.448
noInfo,Z14Q3081Z4Z3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978766,B84D43321E44,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:22:17.968726,38.319,15.016,13.534,success,noInfo,2.0,0.792,4.538,4.179
noInfo,Z14Q3081Z4A5,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978771,B84D4332200B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:26:20.643656,37.726,15.381,13.547,success,noInfo,2.0,0.833,4.655,4.273
noInfo,Z14Q3081Z4F4,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978775,B84D4331EA7E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:28:50.641130,44.826,14.953,13.6,success,noInfo,2.0,0.795,4.491,4.742
noInfo,Z14Q3081Z4F8,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978780,B84D433220B3,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:31:59.330897,44.226,14.967,13.553,success,noInfo,2.0,0.789,4.412,4.507
noInfo,Z14Q3081Z4H2,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978785,B84D4331C1E3,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:35:02.473696,44.348,14.929,13.534,success,noInfo,2.0,0.779,4.385,4.556
noInfo,Z14Q3081Z4H8,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978793,B84D4331C25F,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:39:43.789310,38.725,15.173,13.564,success,noInfo,2.0,0.786,4.547,4.657
noInfo,Z14Q3081Z4A9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978798,B84D4331C245,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:42:29.366608,38.279,15.05,13.589,success,noInfo,2.0,0.787,4.537,4.51
noInfo,Z14Q3081Z2A9,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978801,B84D4331E249,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:44:59.502922,39.424,15.331,3.547,success,noInfo,2.0,0.799,4.489,4.42
noInfo,Z14Q3081Z4H4,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978805,B84D4331C282,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:47:02.955616,38.003,14.686,13.596,success,noInfo,2.0,0.781,4.541,4.512
noInfo,Z14Q3081Z4Z3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978811,B84D43321E44,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:51:08.932640,44.299,15.311,3.53,success,noInfo,2.0,0.789,4.495,4.556
noInfo,Z14Q3081Z4J7,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978815,B84D4331E772,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:53:17.558156,44.614,15.337,13.577,success,noInfo,2.0,0.79,4.563,4.805
noInfo,Z14Q3081Z4H3,RV1301A3CA,11D011000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021978819,B84D4331EA1E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-10-28 19:55:19.346036,39.872,15.348,13.586,success,noInfo,2.0,0.799,4.527,4.465
