operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,X01Q303SZ2F3,RV1400VWUS,11C011000XX200121XX100XPP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979345,B84D4331C8C1,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 17:16:45.389914,44.099,17.073,3.561,success,noInfo,2.0,0.798,4.593,4.715
noInfo,X01Q303SZ1H9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1H9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:15:32.433996,62.19,17.073,3.557,failed,noInfo,,0.794,4.593,4.715
noInfo,X01Q303SZ1H9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1H9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:19:02.467381,62.262,17.073,3.561,failed,noInfo,,0.8,4.593,4.715
noInfo,X01Q303SZ1K9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979358,B84D435E86CC,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:27:05.624800,44.937,17.302,13.558,success,noInfo,2.0,0.791,4.521,4.473
noInfo,X01Q303SZ1U6,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979362,B84D435E86F4,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:30:51.669908,46.039,17.617,13.532,success,noInfo,2.0,0.799,4.602,4.557
noInfo,X01Q303SZ1H9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1H9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:39:17.194256,62.312,17.617,3.543,failed,noInfo,,0.796,4.602,4.557
noInfo,X01Q303SZ1H9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1H9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:41:15.696843,62.339,17.617,3.532,failed,noInfo,,0.78,4.602,4.557
noInfo,X01Q303SZ1U9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979372,B84D435E866C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:45:28.913035,39.45,17.254,13.539,success,noInfo,2.0,0.783,4.544,4.422
noInfo,X01Q303SZ1H9,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1H9,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:54:22.531659,62.3,17.254,3.536,failed,noInfo,,0.805,4.544,4.422
noInfo,X01Q303SZ1R2,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979383,B84D435E8684,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:55:56.064517,44.786,17.532,13.545,success,noInfo,2.0,0.796,4.495,4.273
noInfo,X01Q303SZ1Q4,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979384,B84D435E8680,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 18:57:31.007792,44.873,17.539,13.592,success,noInfo,2.0,0.787,5.443,4.772
noInfo,X01Q303SZ1R7,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979389,B84D435E86C2,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:00:09.957195,44.991,17.241,13.594,success,noInfo,2.0,0.795,4.723,4.368
noInfo,X01Q303SZ1J6,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979393,B84D435E874C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:02:42.489883,44.592,17.345,13.581,success,noInfo,2.0,0.799,4.604,4.677
noInfo,X01Q303SZ1K0,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979397,B84D435E86E6,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:04:22.167557,45.095,17.237,13.563,success,noInfo,2.0,0.796,4.481,4.305
noInfo,X01Q303SZ1K1,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979400,B84D435E8671,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:06:13.588867,44.804,17.982,13.579,success,noInfo,2.0,0.795,4.662,4.607
noInfo,X01Q303SZ1J8,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979404,B84D435E86E0,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:08:10.192633,44.209,17.047,13.547,success,noInfo,2.0,0.799,4.575,4.594
noInfo,X01Q303SZ1S6,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979407,B84D435E8701,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:09:56.529925,44.892,17.562,13.556,success,noInfo,2.0,0.785,4.535,4.499
noInfo,X01Q303SZ1J2,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979410,B84D435E86EE,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:11:47.306982,39.199,17.26,13.553,success,noInfo,2.0,0.784,4.646,4.436
