operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,S31Q3081A0S0,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0S0,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:27:48.636408,56.512,,2.827,failed,noInfo,,0.794,None,None
noInfo,S31Q3081A0S0,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0S0,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:29:06.837503,56.23,,2.804,failed,noInfo,,0.789,None,None
noInfo,S31Q3081A0S0,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0S0,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:31:07.445258,56.175,,2.807,failed,noInfo,,0.793,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:32:29.974499,56.268,,10.582,failed,noInfo,,0.787,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:36:48.970483,56.099,,2.804,failed,noInfo,,0.792,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:41:10.714497,56.083,,2.816,failed,noInfo,,0.795,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:44:52.211269,58.131,,2.817,failed,noInfo,,0.792,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:45:59.315293,55.406,,2.795,failed,noInfo,,0.797,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,None_S31Q3081A0H4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:53:43.890331,60.976,,2.832,failed,noInfo,,0.872,None,None
noInfo,S31Q3081A0H4,RV2520A0CA,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.3326.15.8_sprint15.8_FV1.4.3_ST2.2.017_M0.0.95_GM1.0.95_04.13_Aug062021.zip,AC000W021521472,20579ED35AD5,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-09-02 10:56:12.164476,46.67,32.473,2.852,success,noInfo,0.0,0.796,2.699,2.927
