operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,F14R3081Z0A6,RV2500S0EU,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206550,F0:B0:40:74:9F:A3,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 08:12:07.830504,2022-03-21 08:10:38.562568,45.28,27.35,2.852,success,noInfo,2.0,0x02,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.997,5.123,0.928
noInfo,F14R3081Z0A6,RV2500S0EU,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206559,F0:B0:40:74:9F:A3,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:04:43.868981,2022-03-21 09:03:17.977642,44.824,27.239,2.833,success,noInfo,2.0,0x02,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.821,5.266,0.897
noInfo,H02R3081K0Z6,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206563,B8:4D:43:D1:89:07,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:15:04.067372,2022-03-21 09:13:34.677332,44.509,27.756,7.624,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.937,5.183,1.092
noInfo,H02R3081J9Q9,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,None_H02R3081J9Q9,,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:21:54.167079,2022-03-21 09:20:42.329977,68.118,27.756,7.562,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.937,5.183,0.906
noInfo,H02R3081J9Q9,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206567,B8:4D:43:D1:6C:D4,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:24:24.609506,2022-03-21 09:22:59.022841,43.588,27.914,2.98,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.986,5.239,0.896
noInfo,H02R3081J9K1,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206572,B8:4D:43:D1:A3:7F,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:36:17.813197,2022-03-21 09:34:51.886910,44.221,27.457,7.57,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.903,5.32,0.991
noInfo,H02R3081J9J8,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206577,B8:4D:43:D1:87:8F,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:38:52.015501,2022-03-21 09:37:26.268676,43.171,28.484,7.398,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.917,5.162,0.887
noInfo,H02R3081J9F5,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206581,F0:B0:40:74:A8:17,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:41:40.493240,2022-03-21 09:40:13.338989,45.135,27.682,7.631,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.362,5.001,0.914
noInfo,H02R3081J9F1,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206586,B8:4D:43:D1:A4:73,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:48:13.607713,2022-03-21 09:46:48.484153,43.23,28.165,7.592,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.793,5.033,0.898
noInfo,H02R3081J9H9,AV2510A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W022206588,B8:4D:43:D1:A4:75,8c:ec:4b:86:90:2e,KAY-DT-25,2022-03-21 09:50:08.974429,2022-03-21 09:48:41.256809,44.538,28.889,7.431,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.862,5.599,0.912
