operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,X29Q3081H0Z6,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985188,00E04C286A8C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:01:02.894298,45.122,15.111,13.568,success,noInfo,2.0,2.608,4.909,0.825
noInfo,X29Q3081H0A8,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985192,20579ED0B338,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:04:02.839609,44.886,15.282,13.542,success,noInfo,2.0,2.673,4.642,0.789
noInfo,X29Q3081H0A9,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985196,B84D4331D933,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:07:00.149208,44.911,15.358,13.581,success,noInfo,2.0,2.594,4.489,0.793
noInfo,X29Q3081H0A7,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,None_X29Q3081H0A7,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:09:33.231161,111.464,15.358,13.555,failed,noInfo,,2.594,4.489,0.796
noInfo,X29Q3081H0H4,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985207,B84D4331D89C,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:12:39.614071,44.635,14.739,13.567,success,noInfo,2.0,2.632,4.584,0.782
noInfo,X29Q3081H0H2,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985211,B84D4331E116,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:14:32.167175,44.202,15.162,13.566,success,noInfo,2.0,2.558,4.705,0.791
noInfo,X29Q3081F9U1,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,None_X29Q3081F9U1,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:17:14.563659,26.679,15.162,13.56,failed,noInfo,,2.558,4.705,0.788
noInfo,X29Q3081H0A5,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985218,B84D4332168D,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:18:54.533688,38.13,15.145,13.571,success,noInfo,2.0,2.549,4.613,0.781
noInfo,X29Q3081F9S1,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985221,B84D4331E493,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:22:43.930536,44.823,15.158,13.556,success,noInfo,2.0,2.538,4.721,0.782
noInfo,X29Q3081F9U6,UR1310A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W021985225,B84D4331D89B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-30 19:25:17.022021,44.825,15.124,13.571,success,noInfo,2.0,2.561,4.692,0.795
