operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,Z07Q3233Z0A3,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317313,20579ED02E9F,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:19:47.552796,92.208,15.569,49.627,success,noInfo,2.0,5.039,5.56,1.168
noInfo,Z07Q3233Z0A9,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317317,20579ED0108D,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:22:32.773683,68.402,16.816,25.995,success,noInfo,2.0,3.553,5.203,1.038
noInfo,Z07Q3233Z0F6,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317322,20579ED05724,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:24:34.224452,66.172,17.792,23.385,success,noInfo,2.0,3.475,4.882,1.198
noInfo,Z07Q3233Z0H0,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317325,20579ED056F6,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:26:34.173885,65.813,15.82,24.282,success,noInfo,2.0,3.563,5.061,1.062
noInfo,Z07Q3233Z0F2,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317328,20579ED02EB7,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:28:30.908546,65.738,16.942,21.005,success,noInfo,2.0,3.678,5.098,1.044
noInfo,Z07Q3233Z0H5,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317331,20579E39C641,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:31:05.650359,67.128,15.679,24.538,success,noInfo,2.0,3.437,5.129,1.046
noInfo,Z07Q3233Z0F9,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317334,20579ED02E4E,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:33:53.737185,64.98,15.584,23.364,success,noInfo,2.0,3.508,4.768,1.237
noInfo,Z07Q3233Z0H8,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317339,20579ED02E91,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:35:59.111783,66.778,15.691,24.311,success,noInfo,2.0,3.473,4.886,1.075
noInfo,Z07Q3233Z0H4,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317343,20579ED02EDA,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:37:56.398665,64.106,15.432,21.61,success,noInfo,2.0,3.695,4.764,1.053
noInfo,Z07Q3233Z0K0,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317347,20579E39C4BA,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:40:13.086427,68.416,15.46,25.628,success,noInfo,2.0,3.567,4.751,1.341
noInfo,Z07Q3233Z0K4,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317351,20579ED02E1F,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:42:45.244177,64.505,15.642,21.887,success,noInfo,2.0,3.671,4.777,1.115
noInfo,Z07Q3233Z0K7,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317355,20579ED01A4C,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:44:42.118836,65.378,15.55,23.775,success,noInfo,2.0,3.664,4.981,1.043
noInfo,Z07Q3233Z0K3,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317359,20579ED01A22,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:47:04.526807,65.654,15.945,23.066,success,noInfo,2.0,3.557,5.045,1.182
noInfo,Z07Q3233Z0Q7,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317366,20579ED04A04,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:51:17.095200,65.894,16.092,23.452,success,noInfo,2.0,3.531,4.87,1.038
noInfo,Z07Q3233Z0R5,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317371,20579ED0581F,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:53:45.820763,67.811,15.708,25.299,success,noInfo,2.0,3.494,4.977,1.039
noInfo,Z07Q3233Z0R7,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317376,20579ED0613E,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:56:44.487793,67.32,15.601,24.876,success,noInfo,2.0,3.486,5.0,1.06
noInfo,Z07Q3233Z0S5,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317380,20579ED017AE,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 09:59:14.011735,64.989,16.093,22.482,success,noInfo,2.0,3.594,5.076,1.076
noInfo,Z07Q3233Z0U1,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317384,20579ED02E5E,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 10:01:41.485159,65.588,15.683,23.947,success,noInfo,2.0,3.432,4.924,1.114
noInfo,Z07Q3233Z0U4,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317390,20579ED01A7D,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 10:04:01.708670,66.892,15.597,24.391,success,noInfo,2.0,3.573,5.122,1.065
noInfo,Z07Q3233Z1Z0,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317395,20579ED01788,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 10:06:53.139270,65.483,15.675,22.969,success,noInfo,2.0,3.495,4.608,1.043
noInfo,Z07Q3233Z1Z4,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317398,20579ED056D6,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 10:08:52.272910,67.334,15.724,21.926,success,noInfo,2.0,3.434,4.783,3.995
noInfo,Z07Q3233Z1Z5,UR1300S3US,11D011000XX200122XX1001PP50XXXXX,MesaValleyHarmonizedP4.1126.12.8_sprint12.8_FV0.0.13_SU2.2.017_M0.0.40_GM1.0.40_22.43_Sep162021.zip,AC000W019317401,20579ED018BE,8c:ec:4b:73:19:ae,KON-DT-023,2021-10-07 10:10:50.977849,66.257,15.983,23.781,success,noInfo,2.0,3.544,4.849,1.034
