operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,J21R3081A5F0,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163857,F0:B0:40:DD:0B:EC,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 15:31:59.737072,2022-04-26 15:30:35.339894,43.272,27.666,3.118,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.542,5.001,1.03
noInfo,J26R3081J2R9,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163891,F0:B0:40:DC:BB:FA,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:23:21.231625,2022-04-26 18:21:55.694075,43.819,27.494,7.866,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.698,5.382,1.015
noInfo,J26R3081J2K7,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163922,F0:B0:40:DC:B6:82,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:30:34.148115,2022-04-26 18:29:07.758277,44.048,27.751,8.109,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.547,4.979,1.039
noInfo,J26R3081J2K4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163934,F0:B0:40:DC:BC:E9,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:32:50.865471,2022-04-26 18:31:25.549327,43.478,28.022,7.858,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.922,5.042,1.003
noInfo,J26R3081J2K1,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163944,F0:B0:40:DC:B6:5F,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:34:53.146971,2022-04-26 18:33:27.684293,43.565,28.321,8.24,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.769,4.924,0.999
noInfo,J26R3081J2J4,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163960,F0:B0:40:DC:B5:F2,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:38:40.196196,2022-04-26 18:37:14.708751,43.566,27.607,7.905,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.179,4.994,1.013
noInfo,J26R3081J2H3,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163971,F0:B0:40:DC:B6:8C,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:40:49.550230,2022-04-26 18:39:23.957195,44.593,27.337,7.971,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.607,5.042,0.987
noInfo,J26R3081J2F9,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027163986,F0:B0:40:DC:B6:02,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:44:12.871520,2022-04-26 18:42:47.835419,43.862,27.321,7.798,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.802,5.074,0.99
noInfo,J26R3081J2F0,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027164013,F0:B0:40:DC:BC:2F,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:51:19.907542,2022-04-26 18:49:54.370404,44.538,27.139,8.056,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.838,4.962,0.998
noInfo,J26R3081J2A5,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027164018,F0:B0:40:75:17:E7,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-26 18:53:43.791638,2022-04-26 18:52:18.461962,43.617,27.546,7.526,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.164,5.12,0.997
