operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,U15Q3233Z0A4,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312355,20579ED056F9,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:17:45.228472,54.587,16.073,14.02,success,noInfo,2.0,5.788,5.128,1.111
noInfo,U15Q3233Z0A9,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312360,20579ED05FF0,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:21:16.894518,58.139,16.147,18.393,success,noInfo,2.0,5.715,4.876,1.261
noInfo,U15Q3233Z0F0,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312365,20579E39C41B,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:23:49.881997,59.071,15.867,18.41,success,noInfo,2.0,7.92,4.917,1.233
noInfo,U15Q3233Z0F5,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312370,20579ED05759,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:26:05.323433,60.595,15.945,19.978,success,noInfo,2.0,5.742,5.085,1.059
noInfo,U15Q3233Z0F8,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312375,20579ED04868,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:29:03.969483,57.505,15.922,17.986,success,noInfo,2.0,5.837,5.029,1.06
noInfo,U14Q3233A2J2,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312380,20579E1BF615,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:30:46.487616,59.415,16.185,18.565,success,noInfo,2.0,5.71,6.807,1.245
noInfo,U14Q3233A2K5,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312385,20579E1BF5FB,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:32:32.589319,58.363,16.02,17.797,success,noInfo,2.0,5.822,4.889,1.07
noInfo,U14Q3233A2K9,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312392,20579ED01A43,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:35:00.341417,60.688,16.167,20.175,success,noInfo,2.0,5.788,5.141,1.064
noInfo,U15Q3233Z0H4,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312395,20579ED05AC9,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:37:31.056411,57.389,16.085,17.821,success,noInfo,2.0,6.062,5.094,1.042
noInfo,U14Q3233A2K6,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312400,20579ED01ACF,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:39:31.410350,59.356,16.109,18.689,success,noInfo,2.0,5.837,5.035,1.072
noInfo,U15Q3233Z0J4,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312405,20579ED0580D,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:41:15.061510,57.994,15.893,17.35,success,noInfo,2.0,5.833,4.748,1.052
noInfo,U15Q3233Z0K5,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312410,309587ABBEB2,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:42:59.712793,58.551,17.995,18.867,success,noInfo,2.0,5.924,5.14,1.062
noInfo,U14Q3233A2Q9,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312415,20579E1BE1FA,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:44:49.324953,58.067,15.883,17.57,success,noInfo,2.0,5.782,6.699,1.124
noInfo,U15Q3233Z0Q0,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312420,20579ED01137,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:46:40.472559,57.865,15.727,18.341,success,noInfo,2.0,5.708,5.011,1.144
noInfo,U15Q3233Z0Z2,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312426,20579ED01A90,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:48:20.874135,58.727,16.076,18.065,success,noInfo,2.0,5.88,5.103,1.19
noInfo,U15Q3233Z0Z4,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312431,20579ED0327C,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:50:10.792053,59.656,16.141,19.247,success,noInfo,2.0,5.886,4.892,1.201
noInfo,U15Q3233Z0Q2,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312436,20579E1BDE8A,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:51:57.659352,58.435,16.915,17.807,success,noInfo,2.0,5.861,5.091,1.077
noInfo,U15Q3233Z0R6,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312441,20579ED034B9,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:53:38.936200,59.019,16.188,18.386,success,noInfo,2.0,5.838,4.908,1.129
noInfo,U15Q3233Z0R7,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312446,20579ED011CD,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:55:19.971068,58.017,15.874,18.481,success,noInfo,2.0,5.817,5.091,1.04
noInfo,U15Q3233Z0R9,RV9124S3CA,15B011000XX200122XX1000PP50XXXXX,MesaValleyHarmonizedP4.1126.12.7_sprint12.7_rc1_FV0.0.12_SU2.2.017_M0.0.40_GM1.0.40_23.36_Aug192021.zip,AC000W019312451,20579ED032C6,8c:ec:4b:73:19:ae,KON-DT-023,2021-09-15 08:57:08.643556,60.145,16.068,17.244,success,noInfo,2.0,5.768,5.107,4.415
