operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,J29R3081F8Z9,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,None_J29R3081F8Z9,,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:04:20.816351,2022-05-01 08:02:32.959410,103.725,27.785,7.616,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.031,2.637,5.188
noInfo,J29R3081F8Z9,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332117,5C:C5:63:42:67:2F,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:05:51.048619,2022-05-01 08:04:27.581303,43.4,27.819,2.895,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.992,2.294,5.162
noInfo,J29R3081A8A8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332124,F0:B0:40:DC:CB:79,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:07:41.293633,2022-05-01 08:06:17.569753,43.722,27.339,7.467,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.008,2.648,5.102
noInfo,J29R3081A9K5,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332133,5C:C5:63:42:3C:C8,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:09:41.135036,2022-05-01 08:08:15.945304,44.716,27.278,7.503,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.039,2.663,5.104
noInfo,J29R3081A9R8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332141,5C:C5:63:42:04:78,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:11:51.354639,2022-05-01 08:10:27.798455,43.45,27.841,7.833,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.04,2.463,4.774
noInfo,J29R3081A8F1,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332151,5C:C5:63:42:44:2A,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:13:54.327737,2022-05-01 08:12:30.814579,43.617,27.51,7.562,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.0,2.474,4.928
noInfo,J29R3081A2Z6,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332161,5C:C5:63:41:FA:4B,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:16:37.417737,2022-05-01 08:15:12.830464,44.76,27.139,7.615,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.366,2.606,4.985
noInfo,J29R3081A2Z0,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332168,5C:C5:63:42:14:49,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:18:30.288640,2022-05-01 08:17:05.120747,44.627,27.916,7.525,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.98,2.586,5.189
noInfo,J29R3081A2Q7,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332175,F0:B0:40:DC:C3:4C,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:20:17.969776,2022-05-01 08:18:54.621375,43.416,27.809,7.473,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.974,2.464,4.945
noInfo,J29R3081A1S8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332196,F0:B0:40:DC:CB:AD,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:24:57.459530,2022-05-01 08:23:34.490898,43.602,27.483,7.71,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.01,1.894,4.892
noInfo,J29R3081A1R8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332204,5C:C5:63:42:15:9D,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:26:35.595721,2022-05-01 08:25:12.802298,42.479,27.762,7.555,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.979,2.649,5.063
noInfo,J29R3081A1R7,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027332210,5C:C5:63:42:3D:48,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-05-01 08:28:43.197686,2022-05-01 08:27:18.952418,44.042,27.267,7.581,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.006,2.538,5.3
