operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,Y08Q3081A2F0,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992449,B84D4332180B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 07:59:06.898184,44.479,17.546,13.56,success,noInfo,2.0,2.698,4.335,0.793
noInfo,Y08Q3081A6U7,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992451,B84D4331E9FF,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:01:20.476372,45.154,17.649,13.592,success,noInfo,2.0,2.611,4.785,0.784
noInfo,Y08Q3081A7Z2,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992454,B84D433224B0,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:03:59.094971,44.475,17.357,13.546,success,noInfo,2.0,2.577,4.687,0.791
noInfo,Y08Q3081A2A3,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992459,B84D43320D37,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:07:04.805979,45.31,17.696,13.572,success,noInfo,2.0,2.666,4.584,0.797
noInfo,Y08Q3081A2F7,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992462,B84D4332022B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:09:07.691503,45.563,17.375,13.557,success,noInfo,2.0,2.555,4.717,0.789
noInfo,Y08Q3081A2Z4,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992467,B84D43320CFD,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:11:14.696367,45.379,17.279,13.58,success,noInfo,2.0,2.701,4.607,0.79
noInfo,Y08Q3081A2J8,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992475,B84D43321C43,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:18:27.419888,51.273,17.727,3.543,success,noInfo,2.0,2.596,4.629,0.782
noInfo,Y08Q3081A7J5,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992478,B84D43320E6B,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:20:40.738209,45.102,17.23,13.536,success,noInfo,2.0,2.621,4.472,0.799
noInfo,Y08Q3081A1S9,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992482,B84D4331DA67,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:22:40.510569,45.325,17.201,13.549,success,noInfo,2.0,2.549,4.393,0.797
noInfo,Y08Q3081A1S4,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992495,B84D433204D3,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:33:46.874296,44.614,17.742,13.553,success,noInfo,2.0,2.641,4.613,0.805
noInfo,Y08Q3081A1H5,RV1301A3CA,11D012000XX200122XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021992521,B84D4331FA55,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-12-12 08:58:48.659195,43.93,17.154,13.604,success,noInfo,2.0,2.578,4.608,0.806
