operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,J15R3081Z5Z6,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145428,F0:B0:40:DD:0A:62,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:06:31.701446,2022-04-17 08:05:05.079151,44.53,27.38,7.486,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.477,5.112,1.008
noInfo,J15R3081Z4F3,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145435,F0:B0:40:DD:0D:4B,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:08:38.615317,2022-04-17 08:07:10.233327,45.582,28.04,7.936,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.441,5.366,1.015
noInfo,J15R3081Z4F2,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145445,F0:B0:40:DC:D5:12,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:11:52.545480,2022-04-17 08:10:27.584118,43.48,27.498,8.219,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.984,5.007,1.002
noInfo,J15R3081Z4A1,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145456,F0:B0:40:DC:E0:91,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:15:21.313483,2022-04-17 08:13:55.151178,43.907,27.822,7.751,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.059,5.39,0.997
noInfo,J15R3081Z6F2,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,None_J15R3081Z6F2,,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:19:01.615622,2022-04-17 08:16:27.112115,150.533,27.822,7.614,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.059,5.39,1.019
noInfo,J15R3081Z6F2,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145479,F0:B0:40:DC:CD:96,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:20:53.178762,2022-04-17 08:19:25.051150,46.541,27.469,3.107,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.958,4.985,0.995
noInfo,J15R3081Z6K5,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145486,F0:B0:40:DC:CC:C4,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:23:07.991865,2022-04-17 08:21:42.852158,43.884,27.198,7.76,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.073,5.075,1.019
noInfo,J15R3081Z4Z7,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145493,F0:B0:40:DC:D1:D4,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:25:38.671523,2022-04-17 08:24:13.452112,43.321,27.828,7.553,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.123,4.989,1.03
noInfo,J15R3081Z7F8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,None_J15R3081Z7F8,F0:B0:40:DD:07:81,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:29:01.781198,2022-04-17 08:26:14.368989,43.556,28.052,7.513,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,92.04,4.989,1.016
noInfo,J15R3081Z7F8,UR250BE0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027145527,F0:B0:40:DD:07:81,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-17 08:34:38.778748,2022-04-17 08:33:11.353170,44.95,27.953,3.02,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.639,5.1,0.995
