operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,H29R3081F7Q3,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615340,F0:B0:40:74:DE:92,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:05:46.620870,2022-04-02 08:04:18.272090,44.109,28.082,7.622,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,5.712,5.483,0.979
noInfo,H29R3081F7J9,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615346,F0:B0:40:74:C1:3C,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:08:47.301632,2022-04-02 08:07:19.956592,44.394,28.159,7.757,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.485,5.197,0.955
noInfo,H29R3081F7J5,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615352,F0:B0:40:74:B9:A0,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:11:42.466431,2022-04-02 08:10:15.738154,45.092,27.758,7.43,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,3.811,5.236,0.959
noInfo,H29R3081F7J2,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615358,F0:B0:40:74:C9:15,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:14:31.760758,2022-04-02 08:13:06.024203,42.826,28.114,7.475,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.593,5.38,0.89
noInfo,H29R3081F7H3,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615363,F0:B0:40:74:DF:5E,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:16:54.991425,2022-04-02 08:15:28.673873,43.505,27.866,7.543,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.645,5.343,0.897
noInfo,H29R3081F7F5,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615369,F0:B0:40:74:CC:33,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:19:39.486606,2022-04-02 08:18:11.358200,45.802,28.198,7.464,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.069,5.161,0.903
noInfo,H29R3081F7A9,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615379,F0:B0:40:74:C5:52,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:25:11.857390,2022-04-02 08:23:45.335019,43.712,27.741,7.509,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.595,5.326,0.985
noInfo,H29R3081F7Z9,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615385,F0:B0:40:74:CB:60,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:27:51.324463,2022-04-02 08:26:22.835488,43.512,28.097,7.564,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,6.488,5.42,0.898
noInfo,H29R3081F7Z2,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615393,F0:B0:40:74:C6:0E,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:30:38.681505,2022-04-02 08:29:13.365170,43.11,28.032,7.426,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,4.143,4.999,1.01
noInfo,H29R3081F7Z0,UR250BE0US,10B061100XXA0002AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W026615399,F0:B0:40:74:C6:90,8c:ec:4b:86:90:2e,KAY-DT-25,2022-04-02 08:33:27.482331,2022-04-02 08:31:59.016355,43.487,28.356,7.48,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,6.086,5.481,0.946
