operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PMDsnCostTime,PmMusicTime,PmMcuBootCostTime
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199807,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:25:40.410222,40.187,17.268,3.541,success,noInfo,2,2.902,4.555,0.806
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199813,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:28:43.301180,38.668,17.779,3.562,success,noInfo,2,2.864,4.734,0.795
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199820,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:31:06.660694,38.49,17.383,3.546,success,noInfo,2,2.86,4.573,0.805
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199826,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:33:53.201071,38.677,17.626,3.556,success,noInfo,2,3.115,4.446,0.794
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199834,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:36:19.666242,38.528,17.609,3.55,success,noInfo,2,3.025,4.611,0.783
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199840,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:38:07.226363,38.179,17.476,3.57,success,noInfo,2,2.96,4.621,0.801
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199845,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:39:43.294978,38.189,17.567,3.557,success,noInfo,2,3.184,4.408,0.789
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199851,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:41:41.835523,38.598,17.538,3.554,success,noInfo,2,2.914,4.53,0.811
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199863,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 11:47:47.285099,38.552,17.18,3.56,success,noInfo,2,2.921,4.62,0.79
noInfo,R24Q3081Z5F0,RV9904V1US,15A011000XX200121XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W022199893,20579E1BEE0E,a4:bb:6d:cf:1a:2b,KAY-DT-44,2022-03-04 12:25:24.012418,38.399,17.171,3.539,success,noInfo,2,2.953,4.791,0.79
