operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,A12R3081Z0U1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183432,B8:4D:43:FC:CD:E5,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:07:49.477146,2022-02-16 14:06:25.097725,52.574,17.534,8.331,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.425,4.199,4.513
noInfo,A12R3081Z0S6,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183442,B8:4D:43:FC:BA:2A,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:16:35.797425,2022-02-16 14:15:08.528669,53.63,17.583,8.294,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.405,4.316,6.175
noInfo,A12R3081Z0R4,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,None_A12R3081Z0R4,,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:20:04.987203,2022-02-16 14:18:40.109727,80.454,17.583,8.268,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.398,4.316,6.175
noInfo,A12R3081Z0R4,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183451,B8:4D:43:FC:94:FF,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:22:14.512747,2022-02-16 14:20:48.823612,53.63,17.659,2.481,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,0.932,4.349,4.398
noInfo,A12R3081Z0K7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183456,B8:4D:43:FC:D5:19,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:24:10.357163,2022-02-16 14:22:44.552894,53.825,17.858,8.283,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.481,4.193,4.305
noInfo,A12R3081Z0K4,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183460,B8:4D:43:FC:B3:76,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:25:49.826609,2022-02-16 14:24:28.042733,46.822,18.993,8.295,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.462,4.298,4.444
noInfo,A12R3081Z0J5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183469,B8:4D:43:FC:B3:FA,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:30:00.046915,2022-02-16 14:28:34.075733,53.828,18.174,8.59,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.448,4.133,4.418
noInfo,A12R3081Z0Q5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183477,B8:4D:43:FC:CB:0F,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:33:04.802027,2022-02-16 14:31:37.509724,55.334,17.758,8.271,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.469,4.123,4.669
noInfo,A12R3081Z0H5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183483,B8:4D:43:FC:C9:FF,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:35:26.868974,2022-02-16 14:34:02.034254,52.995,17.467,8.298,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.405,4.215,4.437
noInfo,A12R3081Z0H8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183489,B8:4D:43:FC:D5:DF,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:37:49.240502,2022-02-16 14:36:24.458387,52.733,17.717,8.3,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.362,4.294,4.562
noInfo,A12R3081Z0R8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183495,B8:4D:43:FC:B3:68,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:39:39.183133,2022-02-16 14:38:10.417912,54.912,17.544,8.307,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.35,6.09,4.441
noInfo,A12R3081Z0F1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183499,B8:4D:43:FC:D1:F2,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:41:42.843080,2022-02-16 14:40:16.237299,53.005,19.408,8.296,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.448,4.058,4.392
noInfo,A12R3081Z0Q0,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183504,F0:B0:40:74:9C:6F,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:43:40.358624,2022-02-16 14:42:06.982243,56.548,17.768,8.355,failed,noInfo,1.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.351,4.115,5.03
noInfo,A12R3081Z0A8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183508,B8:4D:43:FC:CD:1F,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:45:08.931282,2022-02-16 14:43:42.883661,54.489,17.125,8.29,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.386,4.282,4.466
noInfo,A12R3081Z0U7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183514,B8:4D:43:FC:D2:B1,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:47:19.516471,2022-02-16 14:45:54.393621,53.125,17.8,2.45,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,0.915,4.207,4.415
noInfo,A12R3081Z0A5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183520,B8:4D:43:FC:BA:B4,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:49:11.100288,2022-02-16 14:47:44.839227,54.993,17.16,8.302,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.394,4.249,4.462
noInfo,A12R3081Z0Z8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183526,B8:4D:43:FC:CD:32,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:51:02.734508,2022-02-16 14:49:36.788733,53.968,17.659,8.298,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.368,4.175,4.471
noInfo,A12R3081Z0H7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183531,B8:4D:43:FC:D5:DE,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:54:11.606993,2022-02-16 14:52:48.620793,52.328,16.794,8.314,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.377,4.074,4.331
noInfo,F11R3081J0Q1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183535,B8:4D:43:FC:CA:4B,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:56:52.063440,2022-02-16 14:55:24.979772,53.953,19.017,8.339,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.408,4.14,4.397
noInfo,F11R3081J0Q2,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183536,B8:4D:43:FC:CD:D6,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 14:58:49.312016,2022-02-16 14:57:22.777276,55.243,17.517,8.304,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.419,3.974,4.321
noInfo,F11R3081J0K8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183540,F0:B0:40:74:9C:96,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:02:06.973652,2022-02-16 15:00:42.287823,52.874,17.601,8.319,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.487,4.316,4.377
noInfo,F11R3081J0K0,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183551,B8:4D:43:FC:D2:44,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:12:45.689546,2022-02-16 15:11:17.189554,54.474,19.491,8.304,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.366,4.639,4.453
noInfo,F11R3081J0K2,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183557,B8:4D:43:D1:2D:04,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:15:26.793247,2022-02-16 15:13:59.812806,55.163,17.625,8.298,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.448,4.282,4.408
noInfo,F11R3081J0J1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183565,B8:4D:43:D1:9A:3A,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:19:02.392006,2022-02-16 15:17:37.604436,53.504,17.053,8.27,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.413,4.288,4.352
noInfo,F11R3081J0H9,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183579,B8:4D:43:FC:B3:AD,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:24:28.679508,2022-02-16 15:23:01.444777,54.773,17.762,8.337,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.746,4.439,4.48
noInfo,F11R3081J0F2,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183583,F0:B0:40:74:9C:95,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:26:07.991409,2022-02-16 15:24:43.183222,53.166,17.644,8.33,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.383,4.079,4.425
noInfo,F11R3081J0A9,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183590,B8:4D:43:FC:B3:E5,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:29:21.336649,2022-02-16 15:27:56.850634,52.649,17.741,8.318,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.393,4.193,4.397
noInfo,F11R3081J0A4,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183595,B8:4D:43:FC:CA:C7,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:31:43.349762,2022-02-16 15:30:15.057756,54.489,19.717,9.247,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.434,4.166,4.313
noInfo,F11R3081J0A0,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183600,B8:4D:43:FC:CD:98,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:33:33.452962,2022-02-16 15:32:05.793479,53.919,17.91,8.306,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.394,3.974,4.294
noInfo,F11R3081J0A1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183604,F0:B0:40:74:9E:8D,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:35:15.272970,2022-02-16 15:33:51.224491,52.466,17.553,8.328,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.368,4.173,4.385
noInfo,F11R3081J0Z7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183606,B8:4D:43:FC:CA:65,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:37:26.188934,2022-02-16 15:36:00.204506,53.544,18.067,8.291,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.427,4.348,4.475
noInfo,F11R3081J0Z8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183611,B8:4D:43:FC:CA:31,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:39:13.716510,2022-02-16 15:37:48.211855,53.618,17.578,8.271,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.424,4.42,4.454
noInfo,F11R3081H9U8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183615,B8:4D:43:FC:D4:A4,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:41:41.113007,2022-02-16 15:40:12.422828,55.778,17.683,8.304,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.379,5.444,4.331
noInfo,F11R3081H9U1,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183621,B8:4D:43:FC:CA:66,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:45:23.463512,2022-02-16 15:44:02.919667,49.114,16.904,8.348,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.464,4.319,4.508
noInfo,F11R3081H9U4,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183624,B8:4D:43:FC:D4:E1,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:47:55.756961,2022-02-16 15:46:39.899874,44.413,17.169,8.322,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.663,4.022,4.614
noInfo,F11R3081H9R5,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183633,B8:4D:43:FC:B2:1A,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 15:58:00.292953,2022-02-16 15:56:32.328276,54.473,17.811,8.302,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.357,4.274,4.512
noInfo,F11R3081H9Q7,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183637,F0:B0:40:74:9D:5C,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:00:05.930622,2022-02-16 15:58:39.485673,55.231,17.158,8.301,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.436,4.218,4.376
noInfo,F11R3081H9R0,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183643,B8:4D:43:D1:69:6C,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:02:09.057701,2022-02-16 16:00:44.023527,52.98,17.56,8.274,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.377,4.579,4.403
noInfo,F11R3081H9Q0,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183649,F0:B0:40:74:9E:1D,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:05:48.011523,2022-02-16 16:04:20.779641,55.255,17.748,8.272,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.402,4.199,4.347
noInfo,F11R3081H9J6,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,AC000W022183656,B8:4D:43:FC:C9:F8,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:10:34.516796,2022-02-16 16:09:08.802725,52.527,17.778,8.308,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.525,4.247,5.643
noInfo,F11R3081H9J8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,None_F11R3081H9J8,,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:12:13.759961,2022-02-16 16:10:59.451245,69.895,17.778,8.668,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,1.42,4.247,5.643
noInfo,F11R3081H9J8,AV2510S0US,10B011100XX1000A1XX0100PP60XXXXX,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,None_F11R3081H9J8,,8c:ec:4b:86:90:2e,KAY-DT-25,2022-02-16 16:13:46.926651,2022-02-16 16:12:31.600685,70.501,17.778,2.46,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.E3326.21.1_11[1]4[12345]14_22.45_Feb062022.zip,0.894,4.247,5.643
