operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,recordTime,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,WifiChanel,AudioPackageVersion,FwVersion,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,J19R3081Q1U8,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153834,F0:B0:40:75:24:A2,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:25:57.019352,2022-04-21 08:24:30.589056,44.377,27.386,7.581,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.986,4.241,4.942
noInfo,J19R3081Q1U5,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153843,F0:B0:40:75:1D:3C,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:31:21.539304,2022-04-21 08:29:54.051485,44.786,27.355,7.585,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.012,4.798,5.398
noInfo,J19R3081Q1U2,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153848,F0:B0:40:DC:A8:A7,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:33:21.355983,2022-04-21 08:31:53.575220,44.564,27.496,7.703,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.987,5.144,5.54
noInfo,J19R3081Q1S8,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153854,F0:B0:40:DC:B0:60,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:35:54.568859,2022-04-21 08:34:28.310038,43.714,27.667,7.843,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.015,4.488,5.448
noInfo,J19R3081Q1R5,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153866,F0:B0:40:DC:E1:C2,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:42:10.178948,2022-04-21 08:40:43.210699,45.243,27.234,7.481,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.008,4.548,4.899
noInfo,J19R3081Q1R0,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153871,F0:B0:40:DC:A7:84,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:45:04.082852,2022-04-21 08:43:38.078150,43.425,27.985,7.649,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.009,4.627,5.097
noInfo,J19R3081Q1K7,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153876,F0:B0:40:75:1D:9C,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:47:06.439050,2022-04-21 08:45:41.410423,43.179,27.643,7.53,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.199,4.384,4.748
noInfo,J19R3081Q1Q7,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153882,F0:B0:40:DD:05:CF,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:49:36.052696,2022-04-21 08:48:08.594971,45.227,27.085,7.555,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.02,5.115,4.999
noInfo,J19R3081Q1K1,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153885,F0:B0:40:DD:05:83,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:51:31.535545,2022-04-21 08:50:02.872662,45.044,27.617,7.691,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,0.978,5.664,5.466
noInfo,J19R3081Q1H7,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153891,F0:B0:40:DC:E1:EB,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:53:57.315960,2022-04-21 08:52:31.032773,44.036,27.464,7.886,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.007,4.838,4.976
noInfo,J19R3081Q1H3,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153897,F0:B0:40:DD:0A:FE,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:56:40.357574,2022-04-21 08:55:12.032379,45.066,28.025,7.56,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.028,4.832,5.29
noInfo,J19R3081Q1H0,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153903,F0:B0:40:74:C2:C0,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 08:59:34.412437,2022-04-21 08:58:07.974296,44.238,27.104,7.849,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.018,4.865,5.192
noInfo,J19R3081Q1Z9,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153919,F0:B0:40:75:1D:4F,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:06:58.545690,2022-04-21 09:05:32.947338,43.544,27.222,7.726,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.107,4.595,5.059
noInfo,J19R3081Q1Z8,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153925,F0:B0:40:DD:00:F2,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:09:09.288935,2022-04-21 09:07:43.794593,43.77,27.693,7.693,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.006,4.086,4.939
noInfo,J19R3081Q1Z0,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153935,F0:B0:40:DD:05:F6,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:13:13.712457,2022-04-21 09:11:47.234633,44.585,26.886,7.872,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.036,4.666,4.774
noInfo,J19R3081Q0U2,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153941,F0:B0:40:DC:A8:BE,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:16:32.205275,2022-04-21 09:15:05.756553,43.271,28.004,7.59,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.013,5.122,5.137
noInfo,J19R3081Q0S7,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153947,F0:B0:40:DD:05:A9,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:19:21.010608,2022-04-21 09:17:54.462519,42.734,27.586,7.795,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.021,5.801,5.358
noInfo,J19R3081Q0R9,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153952,F0:B0:40:DD:05:37,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:21:33.414793,2022-04-21 09:20:07.356210,43.008,27.856,7.808,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.666,5.273,4.863
noInfo,J19R3081Q0R1,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153958,F0:B0:40:75:1D:42,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:24:04.005381,2022-04-21 09:22:36.967801,45.455,27.347,7.592,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.035,4.246,5.071
noInfo,J19R3081Q0Q7,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153964,F0:B0:40:DC:B0:2A,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:26:43.485961,2022-04-21 09:25:15.147396,45.434,27.818,7.661,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.021,5.099,4.956
noInfo,J19R3081Q0Q4,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153969,F0:B0:40:DD:0A:AF,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:28:48.775493,2022-04-21 09:27:23.583335,43.223,27.83,7.591,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.006,4.461,4.739
noInfo,J19R3081Q0K4,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153975,F0:B0:40:DD:34:27,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:32:10.684053,2022-04-21 09:30:44.469697,43.438,28.029,7.682,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.047,4.957,4.792
noInfo,J19R3081Q0J5,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153981,F0:B0:40:75:24:AB,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:34:25.156021,2022-04-21 09:32:59.380960,43.74,27.32,7.556,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.021,4.688,4.996
noInfo,J19R3081Q0J3,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153987,F0:B0:40:DC:E1:19,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:37:51.025301,2022-04-21 09:36:24.802531,43.458,27.48,7.631,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.007,5.04,5.208
noInfo,J19R3081Q0H8,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027153995,F0:B0:40:DC:B9:C5,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:41:09.573855,2022-04-21 09:39:43.152722,44.305,27.264,7.712,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.016,4.88,5.05
noInfo,J19R3081Q0F6,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027154001,F0:B0:40:DC:E1:60,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:52:20.736276,2022-04-21 09:50:54.613308,43.521,27.569,7.74,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.025,4.882,4.969
noInfo,J19R3081Q0A3,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,None_J19R3081Q0A3,,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 09:59:26.205640,2022-04-21 09:55:52.384310,210.104,27.569,7.958,failed,noInfo,,,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.028,4.882,4.969
noInfo,J19R3081Q0A3,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027154027,F0:B0:40:75:24:91,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 10:03:15.305423,2022-04-21 10:01:48.486131,43.94,27.46,2.905,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.012,4.497,5.837
noInfo,J19R3081K9U5,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027154034,F0:B0:40:DD:05:A6,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 10:06:02.038501,2022-04-21 10:04:36.471197,43.288,27.806,7.669,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.182,4.5,5.035
noInfo,J19R3081Q0F8,RV2520A0US,10B061100XXA0001AXX0100PP60XXXXX,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,AC000W027154039,F0:B0:40:DD:05:BA,8c:ec:4b:87:e0:b3,KAY-DT-03,2022-04-21 10:08:02.340702,2022-04-21 10:06:36.514797,43.314,27.98,7.804,success,noInfo,2.0,0x00,music-vmusic-V2.9,Lidar360P3.N3308.21.2_MSK11[34A]4[ABC]14_21.07_Feb202022.zip,1.056,4.743,4.766
